#;NUMERO;STATUS;ED;DESCRICAO;R”TULOS;CARGA ATUAL;SETOR DO RESPONS¡VEL;CAMPUS DO RESPONS¡VEL;CAMPUS DA CARGA;VALOR;NUMERO NOTA FISCAL;DATA DA ENTRADA;DATA DA CARGA;FORNECEDOR;SALA;ESTADO DE CONSERVA«√O;NUMERO DE SERIE
6634;280691;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6635;280692;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6636;280693;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6637;280694;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6638;280695;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6639;280696;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6640;280697;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6641;280698;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6642;280699;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6643;280700;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6644;280701;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6645;280702;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6646;280703;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6647;280704;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6648;280705;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6649;280706;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6650;280707;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6651;280708;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6652;280709;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6653;280710;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6654;280711;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6655;280712;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6656;280713;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6657;280714;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6658;280715;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6659;280716;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6660;280717;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6661;280718;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6662;280719;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6663;280720;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6664;280721;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
6665;280722;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Joao Luiz Franco;DAE-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;C203;N„o aplicar;
