#;NUMERO;STATUS;ED;DESCRICAO;R”TULOS;CARGA ATUAL;SETOR DO RESPONS¡VEL;CAMPUS DO RESPONS¡VEL;CAMPUS DA CARGA;VALOR;NUMERO NOTA FISCAL;DATA DA ENTRADA;DATA DA CARGA;FORNECEDOR;SALA;ESTADO DE CONSERVA«√O;NUMERO DE SERIE
6602;280659;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6603;280660;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6604;280661;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6605;280662;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6606;280663;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6607;280664;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6608;280665;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6609;280666;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6610;280667;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6611;280668;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6612;280669;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6613;280670;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6614;280671;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6615;280672;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6616;280673;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6617;280674;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6618;280675;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6619;280676;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6620;280677;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6621;280678;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6622;280679;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6623;280680;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6624;280681;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6625;280682;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6626;280683;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6627;280684;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6628;280685;baixado;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";-;-;-;-;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;-;IrreversÌvel;
6629;280686;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6630;280687;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6631;280688;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6632;280689;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
6633;280690;ativo;123110303;"CARTEIRA ESCOLAR ñ ENCOSTO E ASSENTO FUNDIDOS EM POLIPROPILENO, ESTRUTURA ⁄NICA COM BRA«OS FIXOS PARA PRANCHETA, PRANCHETA EM MADEIRA MDP 18MM, POSSUI PORTA LIVROS EM ARAMADO E SUPORTE PARA BOLSAS
 [Marca/Modelo:ACHEI MOVEIS]
 [Nota Fiscal:2107,2108,2109]
 [Empenho:2014NE800059]
 [Estado:NOVO]
 [Processo:23315.000116.2014-12]
 [Tipo de Ingresso:Compra]
 [CARTEIRA  ESCOLAR- Antigo Classificador:14212426441]
 [Carteira  Escolar - Novo Classificador:12311-0303-0039]";SCL-CAE;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;75.67;2107,2108,2109;16/04/2015 00:00:00;26/04/2016;-;Sala C208;N„o aplicar;
